age,race,education,wage,Zip,1bed1bath,2bed1bath,mthly_income,res_hp_per_sqft,res_rent_per_sqft
35,1. White,3. College Grad,97.49329405,94602,2600,3700,11699.19529,472.7272727,6.5
50,1. White,2. Some College,109.8339856,95008,2200,3700,13180.07827,400,5.5
43,1. White,4. Master's Deg,171.7651326,94105,3500,5000,20611.81591,636.3636364,8.75
50,1. White,2. Some College,67.82678713,94602,2600,3700,8139.214456,472.7272727,6.5
19,2. Black,2. Some College,73.77574327,94301,3800,5500,8853.089192,690.9090909,9.5
42,1. White,2. Some College,91.69922611,95008,2200,3700,11003.90713,400,5.5
53,3. Asian,2. Some College,66.96164432,94941,2900,3500,8035.397318,527.2727273,7.25
22,2. Black,3. College Grad,95.23071257,94105,3500,5000,11427.68551,636.3636364,8.75
49,3. Asian,2. Some College,98.59934386,94022,3100,4300,11831.92126,563.6363636,7.75
33,3. Asian,2. Some College,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
31,3. Asian,2. Some College,81.28325328,94105,3500,5000,9753.990394,636.3636364,8.75
43,3. Asian,2. Some College,90.48191336,94022,3100,4300,10857.8296,563.6363636,7.75
57,3. Asian,5. Advanced Degree,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
40,3. Asian,5. Advanced Degree,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
48,3. Asian,2. Some College,84.52946902,94104,5000,7500,10143.53628,909.0909091,12.5
46,3. Asian,4. Master's Deg,101.8243521,94105,3500,5000,12218.92225,636.3636364,8.75
58,3. Asian,4. Master's Deg,104.9215065,94941,2900,3500,12590.58078,527.2727273,7.25
50,3. Asian,2. Some College,104.9215065,94037,2000,3850,12590.58078,363.6363636,5
38,3. Asian,3. College Grad,99.6894637,94301,3800,5500,11962.73564,690.9090909,9.5
33,3. Asian,5. Advanced Degree,101.4020523,94602,2600,3700,12168.24628,472.7272727,6.5
52,3. Asian,3. College Grad,149.0558956,94107,3250,4750,17886.70747,590.9090909,8.125
48,3. Asian,2. Some College,73.77574327,94022,3100,4300,8853.089192,563.6363636,7.75
53,3. Asian,5. Advanced Degree,160.6424754,94301,3800,5500,19277.09705,690.9090909,9.5
37,3. Asian,3. College Grad,118.8843593,94104,5000,7500,14266.12312,909.0909091,12.5
43,1. White,2. Some College,119.4052043,94089,2800,3400,14328.62452,509.0909091,7
54,1. White,3. College Grad,107.9039239,94941,2900,3500,12948.47087,527.2727273,7.25
41,1. White,5. Advanced Degree,154.8683672,94602,2600,3700,18584.20406,472.7272727,6.5
57,1. White,4. Master's Deg,75.35567932,94089,2800,3400,9042.681518,509.0909091,7
54,1. White,5. Advanced Degree,118.5395025,94037,2000,3850,14224.7403,363.6363636,5
25,1. White,2. Some College,76.89360252,94037,2000,3850,9227.232302,363.6363636,5
35,1. White,2. Some College,62.19867943,94105,3500,5000,7463.841532,636.3636364,8.75
29,1. White,3. College Grad,182.020621,94941,2900,3500,21842.47452,527.2727273,7.25
36,1. White,2. Some College,267.9010869,94602,2600,3700,32148.13043,472.7272727,6.5
43,1. White,4. Master's Deg,141.7751723,94602,2600,3700,17013.02068,472.7272727,6.5
41,1. White,4. Master's Deg,186.8766776,94301,3800,5500,22425.20131,690.9090909,9.5
52,1. White,4. Master's Deg,72.15045568,94037,2000,3850,8658.054682,363.6363636,5
48,1. White,2. Some College,49.55533812,94022,3100,4300,5946.640574,563.6363636,7.75
51,2. Black,2. Some College,81.28325328,94301,3800,5500,9753.990394,690.9090909,9.5
55,1. White,3. College Grad,118.8843593,94301,3800,5500,14266.12312,690.9090909,9.5
37,1. White,5. Advanced Degree,97.49329405,94602,2600,3700,11699.19529,472.7272727,6.5
48,1. White,3. College Grad,111.7208494,94089,2800,3400,13406.50193,509.0909091,7
42,1. White,2. Some College,101.8243521,94037,2000,3850,12218.92225,363.6363636,5
43,1. White,4. Master's Deg,127.1157438,95008,2200,3700,15253.88926,400,5.5
32,1. White,2. Some College,87.98103279,94037,2000,3850,10557.72393,363.6363636,5
33,1. White,4. Master's Deg,84.04595765,94105,3500,5000,10085.51492,636.3636364,8.75
48,1. White,2. Some College,78.3924668,94105,3500,5000,9407.096016,636.3636364,8.75
20,2. Black,3. College Grad,46.36650274,94040,3600,4500,5563.980329,654.5454545,9
43,1. White,2. Some College,132.8607653,94105,3500,5000,15943.29184,636.3636364,8.75
58,2. Black,2. Some College,61.59458318,94301,3800,5500,7391.349982,690.9090909,9.5
38,1. White,3. College Grad,99.6894637,94602,2600,3700,11962.73564,472.7272727,6.5
23,1. White,2. Some College,66.22940829,94104,5000,7500,7947.528995,909.0909091,12.5
54,1. White,2. Some College,108.8745258,94105,3500,5000,13064.9431,636.3636364,8.75
66,1. White,5. Advanced Degree,99.6894637,94022,3100,4300,11962.73564,563.6363636,7.75
47,1. White,5. Advanced Degree,152.838801,94104,5000,7500,18340.65612,909.0909091,12.5
35,1. White,3. College Grad,76.89360252,94104,5000,7500,9227.232302,909.0909091,12.5
39,1. White,2. Some College,143.1349408,94602,2600,3700,17176.1929,472.7272727,6.5
35,2. Black,3. College Grad,125.2042866,94040,3600,4500,15024.51439,654.5454545,9
40,1. White,3. College Grad,75.61069586,94037,2000,3850,9073.283503,363.6363636,5
41,3. Asian,2. Some College,109.8339856,94022,3100,4300,13180.07827,563.6363636,7.75
40,1. White,5. Advanced Degree,176.9896505,94301,3800,5500,21238.75806,690.9090909,9.5
50,2. Black,2. Some College,59.09706408,94941,2900,3500,7091.64769,527.2727273,7.25
35,1. White,2. Some College,99.6894637,95008,2200,3700,11962.73564,400,5.5
43,1. White,3. College Grad,95.23071257,94037,2000,3850,11427.68551,363.6363636,5
26,1. White,3. College Grad,104.9215065,94105,3500,5000,12590.58078,636.3636364,8.75
23,1. White,2. Some College,49.55533812,94104,5000,7500,5946.640574,909.0909091,12.5
61,1. White,5. Advanced Degree,130.9821774,94107,3250,4750,15717.86129,590.9090909,8.125
24,1. White,4. Master's Deg,43.73511168,94040,3600,4500,5248.213402,654.5454545,9
66,2. Black,3. College Grad,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
50,1. White,2. Some College,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
22,1. White,2. Some College,75.04315402,94602,2600,3700,9005.178482,472.7272727,6.5
62,2. Black,2. Some College,91.69922611,94602,2600,3700,11003.90713,472.7272727,6.5
55,1. White,4. Master's Deg,105.9278108,94107,3250,4750,12711.3373,590.9090909,8.125
41,1. White,4. Master's Deg,73.77574327,94037,2000,3850,8853.089192,363.6363636,5
54,1. White,4. Master's Deg,170.1568344,94107,3250,4750,20418.82013,590.9090909,8.125
29,3. Asian,4. Master's Deg,138.2991269,94602,2600,3700,16595.89523,472.7272727,6.5
39,2. Black,2. Some College,101.8243521,94105,3500,5000,12218.92225,636.3636364,8.75
71,3. Asian,4. Master's Deg,87.98103279,94105,3500,5000,10557.72393,636.3636364,8.75
22,3. Asian,4. Master's Deg,78.3924668,94105,3500,5000,9407.096016,636.3636364,8.75
48,3. Asian,4. Master's Deg,123.0896998,94040,3600,4500,14770.76398,654.5454545,9
35,3. Asian,3. College Grad,116.2653241,94089,2800,3400,13951.83889,509.0909091,7
46,3. Asian,4. Master's Deg,90.48191336,95008,2200,3700,10857.8296,400,5.5
51,3. Asian,2. Some College,109.8339856,94022,3100,4300,13180.07827,563.6363636,7.75
55,3. Asian,2. Some College,104.9215065,94602,2600,3700,12590.58078,472.7272727,6.5
36,3. Asian,2. Some College,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
57,3. Asian,2. Some College,94.07271475,94089,2800,3400,11288.72577,509.0909091,7
21,3. Asian,2. Some College,141.7751723,94602,2600,3700,17013.02068,472.7272727,6.5
60,3. Asian,5. Advanced Degree,128.6804882,94104,5000,7500,15441.65858,909.0909091,12.5
41,2. Black,3. College Grad,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
56,1. White,4. Master's Deg,139.3538118,94602,2600,3700,16722.45742,472.7272727,6.5
32,1. White,4. Master's Deg,94.07271475,94105,3500,5000,11288.72577,636.3636364,8.75
32,1. White,2. Some College,73.77574327,94037,2000,3850,8853.089192,363.6363636,5
36,1. White,3. College Grad,107.9039239,94105,3500,5000,12948.47087,636.3636364,8.75
28,1. White,2. Some College,64.54207487,95008,2200,3700,7745.048984,400,5.5
60,1. White,5. Advanced Degree,138.2991269,94107,3250,4750,16595.89523,590.9090909,8.125
41,1. White,3. College Grad,89.24288466,94301,3800,5500,10709.14616,690.9090909,9.5
55,1. White,3. College Grad,99.6894637,94089,2800,3400,11962.73564,509.0909091,7
36,2. Black,3. College Grad,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
46,2. Black,3. College Grad,90.48191336,94040,3600,4500,10857.8296,654.5454545,9
62,3. Asian,2. Some College,89.49247952,94022,3100,4300,10739.09754,563.6363636,7.75
44,3. Asian,2. Some College,102.7662809,94602,2600,3700,12331.95371,472.7272727,6.5
36,3. Asian,4. Master's Deg,118.8843593,94089,2800,3400,14266.12312,509.0909091,7
41,3. Asian,2. Some College,148.4131591,94105,3500,5000,17809.57909,636.3636364,8.75
22,3. Asian,4. Master's Deg,114.4757133,94040,3600,4500,13737.0856,654.5454545,9
51,3. Asian,5. Advanced Degree,129.9836348,94107,3250,4750,15598.03618,590.9090909,8.125
57,3. Asian,2. Some College,110.7826503,94104,5000,7500,13293.91804,909.0909091,12.5
55,3. Asian,2. Some College,114.4757133,94040,3600,4500,13737.0856,654.5454545,9
36,3. Asian,4. Master's Deg,148.4131591,94107,3250,4750,17809.57909,590.9090909,8.125
43,1. White,1. PhD,276.7784133,94301,3800,5500,33213.4096,690.9090909,9.5
38,1. White,3. College Grad,23.95294448,94040,3600,4500,2874.353338,654.5454545,9
27,1. White,3. College Grad,103.9024706,94105,3500,5000,12468.29647,636.3636364,8.75
32,1. White,3. College Grad,118.8843593,95008,2200,3700,14266.12312,400,5.5
44,1. White,2. Some College,71.68674367,94941,2900,3500,8602.40924,527.2727273,7.25
56,3. Asian,4. Master's Deg,276.7784133,94941,2900,3500,33213.4096,527.2727273,7.25
38,2. Black,4. Master's Deg,141.7751723,94105,3500,5000,17013.02068,636.3636364,8.75
36,1. White,2. Some College,99.6894637,94089,2800,3400,11962.73564,509.0909091,7
28,1. White,3. College Grad,108.8745258,95008,2200,3700,13064.9431,400,5.5
39,1. White,2. Some College,79.85490031,94022,3100,4300,9582.588037,563.6363636,7.75
42,2. Black,2. Some College,78.98460618,94301,3800,5500,9478.152742,690.9090909,9.5
51,1. White,2. Some College,82.6796373,94022,3100,4300,9921.556476,563.6363636,7.75
55,2. Black,2. Some College,89.49247952,94105,3500,5000,10739.09754,636.3636364,8.75
39,1. White,5. Advanced Degree,130.9821774,94301,3800,5500,15717.86129,690.9090909,9.5
42,1. White,2. Some College,109.7060518,94089,2800,3400,13164.72622,509.0909091,7
33,2. Black,5. Advanced Degree,117.1468169,94602,2600,3700,14057.61803,472.7272727,6.5
23,1. White,2. Some College,73.77574327,94104,5000,7500,8853.089192,909.0909091,12.5
40,1. White,4. Master's Deg,81.28325328,94105,3500,5000,9753.990394,636.3636364,8.75
40,1. White,3. College Grad,80.85819596,94105,3500,5000,9702.983515,636.3636364,8.75
51,3. Asian,3. College Grad,107.9039239,94037,2000,3850,12948.47087,363.6363636,5
76,3. Asian,4. Master's Deg,76.89360252,94089,2800,3400,9227.232302,509.0909091,7
57,1. White,5. Advanced Degree,87.98103279,94602,2600,3700,10557.72393,472.7272727,6.5
27,1. White,3. College Grad,95.23071257,95008,2200,3700,11427.68551,400,5.5
26,2. Black,2. Some College,84.04595765,95008,2200,3700,10085.51492,400,5.5
25,1. White,2. Some College,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
27,1. White,3. College Grad,101.4020523,94941,2900,3500,12168.24628,527.2727273,7.25
33,1. White,3. College Grad,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
51,1. White,2. Some College,87.98103279,95008,2200,3700,10557.72393,400,5.5
22,1. White,4. Master's Deg,94.07271475,94104,5000,7500,11288.72577,909.0909091,12.5
47,1. White,2. Some College,128.1996369,94602,2600,3700,15383.95643,472.7272727,6.5
34,1. White,3. College Grad,136.5176552,94107,3250,4750,16382.11862,590.9090909,8.125
47,1. White,3. College Grad,107.9039239,94089,2800,3400,12948.47087,509.0909091,7
31,1. White,3. College Grad,123.0896998,94941,2900,3500,14770.76398,527.2727273,7.25
46,1. White,2. Some College,91.69922611,94022,3100,4300,11003.90713,563.6363636,7.75
47,1. White,2. Some College,78.3924668,94602,2600,3700,9407.096016,472.7272727,6.5
49,1. White,4. Master's Deg,154.685293,94105,3500,5000,18562.23516,636.3636364,8.75
40,2. Black,4. Master's Deg,136.1577108,94037,2000,3850,16338.9253,363.6363636,5
51,1. White,2. Some College,81.28325328,94040,3600,4500,9753.990394,654.5454545,9
31,1. White,3. College Grad,76.28327785,94602,2600,3700,9153.993342,472.7272727,6.5
58,1. White,2. Some College,109.8339856,94105,3500,5000,13180.07827,636.3636364,8.75
48,2. Black,3. College Grad,87.78843622,94089,2800,3400,10534.61235,509.0909091,7
54,2. Black,4. Master's Deg,127.1157438,94105,3500,5000,15253.88926,636.3636364,8.75
56,1. White,5. Advanced Degree,154.0729972,94107,3250,4750,18488.75966,590.9090909,8.125
61,1. White,2. Some College,109.8339856,94089,2800,3400,13180.07827,509.0909091,7
32,3. Asian,5. Advanced Degree,138.2991269,94037,2000,3850,16595.89523,363.6363636,5
60,1. White,4. Master's Deg,164.6469889,94104,5000,7500,19757.63867,909.0909091,12.5
42,1. White,3. College Grad,138.2991269,94089,2800,3400,16595.89523,509.0909091,7
22,3. Asian,3. College Grad,44.97829203,94105,3500,5000,5397.395044,636.3636364,8.75
46,1. White,3. College Grad,106.7239776,95008,2200,3700,12806.87731,400,5.5
53,1. White,2. Some College,114.4757133,94107,3250,4750,13737.0856,590.9090909,8.125
43,1. White,4. Master's Deg,73.77574327,95008,2200,3700,8853.089192,400,5.5
32,1. White,2. Some College,75.35567932,94602,2600,3700,9042.681518,472.7272727,6.5
30,1. White,4. Master's Deg,141.7751723,95008,2200,3700,17013.02068,400,5.5
50,2. Black,5. Advanced Degree,109.8339856,94105,3500,5000,13180.07827,636.3636364,8.75
40,3. Asian,5. Advanced Degree,277.7994802,94040,3600,4500,33335.93762,654.5454545,9
55,3. Asian,2. Some College,79.85490031,94104,5000,7500,9582.588037,909.0909091,12.5
42,3. Asian,4. Master's Deg,166.3249412,94040,3600,4500,19958.99294,654.5454545,9
35,3. Asian,2. Some College,75.35567932,94089,2800,3400,9042.681518,509.0909091,7
33,3. Asian,4. Master's Deg,100.0867423,94105,3500,5000,12010.40908,636.3636364,8.75
33,3. Asian,3. College Grad,102.8702469,94301,3800,5500,12344.42963,690.9090909,9.5
38,3. Asian,2. Some College,118.7120941,94105,3500,5000,14245.45129,636.3636364,8.75
41,3. Asian,2. Some College,117.1468169,94040,3600,4500,14057.61803,654.5454545,9
42,3. Asian,5. Advanced Degree,123.5000178,94105,3500,5000,14820.00214,636.3636364,8.75
58,3. Asian,4. Master's Deg,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
45,3. Asian,2. Some College,76.89360252,94941,2900,3500,9227.232302,527.2727273,7.25
47,3. Asian,2. Some College,109.8339856,94301,3800,5500,13180.07827,690.9090909,9.5
30,1. White,2. Some College,105.9278108,94301,3800,5500,12711.3373,690.9090909,9.5
34,1. White,4. Master's Deg,160.6424754,94301,3800,5500,19277.09705,690.9090909,9.5
43,1. White,5. Advanced Degree,149.6950421,94104,5000,7500,17963.40505,909.0909091,12.5
58,1. White,2. Some College,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
44,2. Black,3. College Grad,104.9235317,95008,2200,3700,12590.8238,400,5.5
28,1. White,2. Some College,61.18752643,94022,3100,4300,7342.503172,563.6363636,7.75
46,1. White,3. College Grad,105.9278108,94040,3600,4500,12711.3373,654.5454545,9
36,1. White,3. College Grad,107.9039239,94105,3500,5000,12948.47087,636.3636364,8.75
37,2. Black,2. Some College,70.81503862,94602,2600,3700,8497.804634,472.7272727,6.5
47,1. White,4. Master's Deg,160.6424754,94602,2600,3700,19277.09705,472.7272727,6.5
56,1. White,3. College Grad,99.6894637,94104,5000,7500,11962.73564,909.0909091,12.5
38,1. White,3. College Grad,111.7208494,94602,2600,3700,13406.50193,472.7272727,6.5
41,2. Black,2. Some College,75.35567932,95008,2200,3700,9042.681518,400,5.5
62,1. White,3. College Grad,94.07271475,94602,2600,3700,11288.72577,472.7272727,6.5
40,1. White,3. College Grad,87.98103279,94105,3500,5000,10557.72393,636.3636364,8.75
44,3. Asian,5. Advanced Degree,123.0896998,94602,2600,3700,14770.76398,472.7272727,6.5
56,1. White,4. Master's Deg,99.6894637,94022,3100,4300,11962.73564,563.6363636,7.75
51,2. Black,3. College Grad,76.89360252,94089,2800,3400,9227.232302,509.0909091,7
41,3. Asian,3. College Grad,86.69515483,94022,3100,4300,10403.41858,563.6363636,7.75
52,3. Asian,5. Advanced Degree,176.9896505,94301,3800,5500,21238.75806,690.9090909,9.5
27,3. Asian,3. College Grad,100.7642728,94301,3800,5500,12091.71274,690.9090909,9.5
52,3. Asian,4. Master's Deg,114.4757133,94037,2000,3850,13737.0856,363.6363636,5
51,3. Asian,2. Some College,67.17929148,94602,2600,3700,8061.514978,472.7272727,6.5
51,3. Asian,2. Some College,79.85490031,95008,2200,3700,9582.588037,400,5.5
28,3. Asian,4. Master's Deg,90.48191336,94104,5000,7500,10857.8296,909.0909091,12.5
49,3. Asian,2. Some College,57.97094218,94104,5000,7500,6956.513062,909.0909091,12.5
61,3. Asian,2. Some College,114.4757133,94105,3500,5000,13737.0856,636.3636364,8.75
39,3. Asian,2. Some College,99.6894637,94602,2600,3700,11962.73564,472.7272727,6.5
23,3. Asian,2. Some College,89.49247952,95008,2200,3700,10739.09754,400,5.5
53,3. Asian,5. Advanced Degree,151.8050963,94941,2900,3500,18216.61156,527.2727273,7.25
55,3. Asian,3. College Grad,87.98103279,94602,2600,3700,10557.72393,472.7272727,6.5
48,2. Black,2. Some College,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
50,3. Asian,4. Master's Deg,104.9215065,94104,5000,7500,12590.58078,909.0909091,12.5
31,3. Asian,2. Some College,65.11085372,95008,2200,3700,7813.302446,400,5.5
53,3. Asian,2. Some College,128.6804882,94089,2800,3400,15441.65858,509.0909091,7
49,3. Asian,4. Master's Deg,154.685293,94105,3500,5000,18562.23516,636.3636364,8.75
49,3. Asian,4. Master's Deg,130.9821774,94022,3100,4300,15717.86129,563.6363636,7.75
43,3. Asian,2. Some College,120.5894365,95008,2200,3700,14470.73238,400,5.5
20,3. Asian,2. Some College,81.28325328,95008,2200,3700,9753.990394,400,5.5
46,3. Asian,2. Some College,110.1729303,94040,3600,4500,13220.75164,654.5454545,9
48,3. Asian,4. Master's Deg,152.2168068,94037,2000,3850,18266.01682,363.6363636,5
19,3. Asian,2. Some College,70.47601965,94037,2000,3850,8457.122358,363.6363636,5
56,3. Asian,4. Master's Deg,85.38394038,94602,2600,3700,10246.07285,472.7272727,6.5
44,3. Asian,3. College Grad,101.8243521,94105,3500,5000,12218.92225,636.3636364,8.75
23,3. Asian,2. Some College,85.38394038,94037,2000,3850,10246.07285,363.6363636,5
42,3. Asian,4. Master's Deg,101.8243521,94104,5000,7500,12218.92225,909.0909091,12.5
32,3. Asian,5. Advanced Degree,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
